SNUMBER	STNAME	AREAL_NOR	AREAL_UTM3	GRAD_1085	GRAD_FELT	GRAD_ELV	HEIGHT_MIN	HEIGHT_10	HEIGHT_20	HEIGHT_30	HEIGHT_40	HEIGHT_50	HEIGHT_60	HEIGHT_70	HEIGHT_80	HEIGHT_90	HEIGHT_MAX	FELT_LE_KM	ELV_LE_KM	JORDBRUKPR	MYRPRO	EFF_MYR	EFF_SJO	SKOGPRO	BREPRO	SJOPRO	SNAUFJPRO	URBANPRO
001200128000	Djupv.-Stolsvatn	229.880	229.880	-999.00	22.29	-999.00	1091	1096	1193	1280	1348	1400	1466	1530	1581	1627	1808	24.45	-999.00	0.00	0.55	0.00	16.33	0.00	0.32	14.52	84.59	0.00
012200023000	Klett	10.030	10.030	22.18	0.00	25.08	29	49	81	105	122	139	146	155	173	189	262	5.31	8.15	30.01	2.99	0.00	0.00	30.91	0.00	0.00	0.00	24.43
016700004000	Sjøfossen	73.820	73.820	19.31	33.23	33.05	4	111	189	273	316	359	419	508	600	714	1203	12.21	18.89	0.54	1.61	0.00	2.07	34.87	0.00	7.00	48.50	0.00
010100001000	Engsetvatn	39.930	39.930	20.41	24.75	49.18	45	46	64	92	122	159	208	278	361	443	741	11.37	12.13	5.53	1.85	0.00	10.98	60.41	0.00	11.14	11.22	0.05
000200474000	Skasåa	261.200	261.200	2.28	10.08	6.98	159	226	248	266	282	303	330	358	381	409	580	24.58	41.60	1.09	5.34	0.00	2.55	84.13	0.00	8.90	0.00	0.01
000200270000	Osflaten	1959.553	2023.580	3.39	11.44	7.35	595	690	728	761	791	822	855	889	932	1017	1593	62.82	100.30	1.70	11.23	0.00	1.22	37.52	0.00	8.07	28.30	0.15
006000004000	Botnavatn	9.030	9.030	115.97	33.78	99.85	192	261	322	377	421	461	515	568	633	689	865	4.26	4.78	0.44	0.22	0.00	1.40	48.17	0.00	2.66	47.07	0.00
021200045000	Virdnejavre Utløp	5832.970	5909.800	1.26	14.91	1.45	0	369	389	413	434	450	470	493	523	589	1085	118.17	184.87	0.06	16.66	0.00	0.42	35.65	0.00	7.20	31.14	0.02
008500001000	Norddal	97.640	97.640	41.57	43.40	44.18	8	294	399	527	626	713	779	840	958	1062	1345	16.82	22.54	0.00	0.25	0.00	4.12	10.01	1.45	12.79	67.42	0.00
016100002000	Selfoss	789.260	789.260	17.15	27.35	15.46	10	307	455	559	631	697	794	893	984	1079	1626	39.52	66.70	0.90	2.03	0.00	0.02	26.24	6.33	1.91	57.30	0.01
016300018000	Lillevatn	97.940	97.800	49.22	0.00	41.01	10	331	511	618	687	741	792	862	919	995	1190	15.59	24.60	0.08	0.38	0.00	2.28	15.35	0.70	4.84	71.57	0.00
000200281000	Risa	41.410	41.410	2.14	0.00	5.20	157	180	192	195	198	200	201	204	208	211	268	6.67	7.49	14.49	1.13	0.00	1.02	67.69	0.00	2.90	0.00	2.51
007300021000	Frostdalen	25.742	25.740	42.43	23.86	48.27	986	1096	1134	1187	1264	1323	1353	1387	1421	1459	1612	7.72	9.59	0.00	2.21	0.00	2.31	2.13	0.00	7.37	88.13	0.00
001600102000	Nørstrud Bru	257.600	257.600	13.66	27.44	20.81	120	561	637	680	714	738	772	815	872	954	1347	31.78	48.08	1.99	6.03	0.00	0.56	76.71	0.00	5.15	5.38	0.03
012400014000	Trøa	182.140	183.250	21.42	12.78	26.18	159	441	494	549	599	650	706	760	827	885	1109	22.73	30.43	1.10	20.29	0.00	0.01	45.31	0.00	1.19	26.42	0.01
022500001000	Børselv	871.270	871.270	6.55	0.00	10.56	13	152	203	265	344	430	492	535	567	604	1001	42.48	73.89	0.04	2.53	0.00	0.01	15.06	0.00	3.09	73.73	0.00
003700002000	Svartavatn	64.280	64.280	16.38	27.37	16.11	822	942	1026	1063	1100	1138	1165	1203	1248	1302	1560	14.10	23.86	0.00	0.02	0.00	6.45	0.00	0.00	15.48	84.46	0.00
008600022000	Øvre Sødalsvatn	14.960	14.960	64.28	39.37	71.16	560	706	762	835	890	932	988	1040	1086	1197	1346	5.83	6.35	0.00	0.00	0.00	4.54	0.13	13.95	8.16	78.28	0.00
020900003000	Kvænangselv Bru	310.664	310.660	-999.00	12.16	-999.00	10	390	557	590	606	615	625	642	670	716	910	33.57	-999.00	0.00	4.91	0.00	0.28	7.52	0.00	6.01	78.51	0.00
007200002000	Seltuftvatn	152.890	152.890	19.40	28.00	25.04	812	1055	1181	1246	1293	1337	1384	1433	1475	1527	1759	19.40	31.05	0.00	0.37	0.00	1.65	0.83	5.32	6.07	86.40	0.00
023600002000	Buevatn	48.840	48.840	16.93	0.00	23.18	227	227	237	260	296	341	375	402	421	441	555	9.25	12.37	0.00	1.66	0.00	13.21	0.00	0.00	16.36	81.96	0.00
006700011000	Meinsemdevatn	2.542	2.540	84.01	29.45	67.15	781	782	782	795	819	861	908	923	950	989	1023	1.78	3.14	0.00	0.00	0.00	20.73	0.00	0.00	25.59	74.41	0.00
001300003000	Svingen	20.800	20.800	31.75	13.77	28.70	119	186	209	209	252	270	290	317	338	356	411	6.21	8.19	4.64	0.48	0.00	0.35	79.71	0.00	2.00	0.00	8.66
008800004000	Lovatn	234.880	234.880	5.10	0.00	65.29	52	211	614	930	1174	1337	1487	1592	1666	1744	2071	21.57	18.81	0.17	0.01	0.00	4.49	14.90	36.80	5.12	40.31	0.00
013800001000	Øyungen	239.070	239.070	11.61	0.00	17.46	103	179	207	234	264	294	337	388	438	500	682	21.33	29.05	0.15	18.75	0.00	1.44	39.60	0.00	6.13	26.57	0.01
014900001000	Møllehusfoss	95.213	95.210	39.08	29.62	39.16	14	198	393	488	555	589	630	681	727	789	1237	11.28	20.10	0.00	0.88	0.00	0.61	12.13	0.13	6.50	76.23	0.00
013900034000	Fiskumfoss øvre	3270.769	3271.930	69.12	0.00	62.45	69	253	350	409	475	539	602	672	748	859	1675	103.79	0.39	0.40	7.31	0.00	0.69	29.82	0.05	8.64	43.28	0.02
031100022000	Kirkebrua	4016.607	4352.100	-999.00	0.00	-999.00	353	648	675	712	755	784	821	864	917	999	1748	136.15	-999.00	0.76	10.78	0.00	2.56	41.53	0.00	9.99	27.47	0.03
007400006000	Mannsbergvatn	9.617	9.620	-999.00	20.08	-999.00	1344	1346	1344	1351	1367	1387	1414	1441	1463	1485	1548	4.18	-999.00	0.00	0.00	0.00	24.75	0.00	0.00	26.40	73.49	0.00
001500019000	Fønnebøfjord	686.770	686.770	-999.00	16.21	-999.00	462	821	989	1076	1124	1164	1197	1223	1253	1283	1484	45.51	-999.00	1.33	4.41	0.00	0.74	20.86	0.00	6.43	62.80	0.03
016800002000	Mørsvik Bru	31.230	31.230	36.51	34.15	40.36	76	148	241	313	339	367	407	471	586	779	1094	6.93	10.09	0.03	3.97	0.00	4.28	52.39	0.00	9.35	28.53	0.00
007900009000	Kaldosvatn	35.400	35.400	-999.00	43.39	-999.00	714	775	869	938	995	1045	1099	1152	1199	1272	1452	9.56	-999.00	0.00	0.03	0.00	5.51	0.00	0.00	11.34	88.61	0.00
003700001000	Storlivatn	283.570	283.570	19.95	36.72	26.41	244	619	743	838	917	997	1063	1129	1193	1280	1601	20.89	36.29	0.11	0.32	0.00	1.51	10.09	0.00	9.88	77.89	0.01
021300003000	Skaidi	306.731	306.730	6.32	7.30	6.85	63	233	277	300	316	328	337	352	370	393	524	26.12	48.10	0.00	14.70	0.00	0.41	5.49	0.00	5.10	66.82	0.00
009400002000	Kaldvatn	61.817	61.820	-999.00	46.29	-999.00	70	222	382	457	541	627	706	792	880	1016	1478	10.60	-999.00	1.49	2.10	0.00	2.41	35.62	0.15	5.50	52.32	0.00
000200475000	Løkmoen	19886.225	20307.740	1.41	12.52	1.61	128	278	381	493	621	721	801	881	970	1104	2170	297.19	460.45	3.29	9.89	0.00	0.07	57.16	0.00	2.92	20.45	0.18
016400013000	Øvrevatn	22.830	22.830	80.46	27.82	70.12	460	591	799	853	896	945	1000	1052	1097	1156	1282	7.73	7.92	0.00	0.39	0.00	4.54	0.09	28.73	6.48	63.95	0.00
023600004000	Gednjeelva	211.880	211.880	6.24	0.00	9.22	79	207	229	244	264	285	310	342	370	409	555	19.19	30.36	0.00	3.20	0.00	1.65	0.29	0.00	9.82	86.22	0.00
000200289000	Høydalsvatn	77.560	77.560	35.85	28.43	36.35	904	1046	1201	1303	1380	1428	1462	1511	1570	1679	2126	13.95	20.10	0.00	0.12	0.00	3.68	4.42	9.21	8.84	75.58	0.00
011900005000	Søvatn	102.000	102.000	22.40	20.02	33.74	280	310	359	398	440	472	516	560	604	661	1003	12.17	15.66	1.12	14.14	0.00	5.30	30.39	0.00	6.56	37.53	0.00
000200329000	Hellen Bru	81.750	81.750	11.09	12.52	15.67	126	172	205	255	281	301	321	342	365	393	560	14.99	23.66	11.20	6.31	0.00	0.34	77.03	0.00	3.28	0.00	1.30
008400004000	Sagfoss	29.218	29.220	-999.00	34.14	-999.00	45	199	265	364	447	481	502	540	598	651	866	7.23	-999.00	0.48	1.47	0.00	4.03	24.80	0.00	12.57	26.41	0.00
012800002000	Fossemvatn	1545.740	1545.740	3.56	16.44	6.06	18	34	100	176	235	299	363	416	483	590	937	76.29	103.14	4.82	11.50	0.00	7.60	49.54	0.00	11.69	18.09	0.08
015700004000	Flostrand	33.160	33.160	22.75	50.78	58.71	0	31	135	240	331	417	508	583	668	774	1152	7.60	10.26	0.18	0.12	0.00	6.08	9.65	0.00	6.33	66.83	0.00
011100001000	Innerdalsvatn	79.200	79.200	42.56	55.23	46.70	395	583	771	889	980	1055	1116	1204	1329	1460	1834	13.99	15.88	0.01	2.31	0.00	1.13	8.67	0.27	4.47	82.25	0.00
001900050000	Glomsdam	879.540	879.540	7.36	24.45	11.63	270	352	554	644	704	746	786	832	888	966	1280	52.64	82.98	0.69	4.18	0.00	6.00	63.36	0.00	12.74	16.55	0.06
018100001000	Solbjørnvatn	17.749	17.750	0.00	49.25	7.73	80	81	83	89	132	166	209	270	354	439	843	5.67	5.69	0.00	0.85	0.00	28.22	1.41	0.00	29.89	61.48	0.00
001200283000	Aurdalsfjord Dam	2866.770	2866.770	-999.00	19.37	-999.00	300	599	791	858	903	953	1007	1075	1213	1389	1907	87.92	-999.00	3.79	9.00	0.00	0.94	37.28	0.01	7.91	31.11	0.11
000200292000	Skjøli	174.710	174.710	27.77	32.03	33.83	507	1149	1277	1417	1518	1607	1679	1748	1815	1901	2167	26.54	30.17	0.00	0.01	0.00	0.33	4.38	18.72	1.68	73.70	0.00
010900004000	Gjevilvatn	170.020	170.020	14.54	0.00	18.61	660	660	714	804	896	981	1054	1114	1191	1298	1665	21.25	25.96	0.48	4.20	0.00	12.43	21.22	0.43	13.90	54.79	0.01
009900017000	Rødøla	49.860	49.860	51.53	41.86	54.42	455	742	1043	1279	1319	1325	1361	1423	1499	1590	1850	15.86	19.97	0.12	0.68	0.00	15.80	10.81	1.58	14.46	70.46	0.00
010000008000	Langvatn	17.230	17.230	33.86	39.16	47.77	916	934	992	1077	1090	1126	1178	1245	1339	1446	1699	6.31	6.69	0.00	0.29	0.00	7.34	0.00	0.00	11.43	88.28	0.00
004100005000	Stakkastadvatn	33.000	33.000	16.85	0.00	14.47	11	14	26	36	44	58	79	118	153	186	308	6.19	9.26	4.27	7.45	0.00	8.32	15.61	0.00	11.45	1.39	0.00
009400008000	Grøndalsvatn	12.460	12.460	-999.00	36.45	-999.00	425	426	464	529	600	672	743	810	888	1031	1478	4.75	-999.00	1.36	4.25	0.00	9.74	29.45	0.72	10.51	51.44	0.00
000200334000	Lauvtjern	0.280	0.280	0.94	14.84	2.85	329	332	334	335	338	346	346	346	346	346	346	0.61	0.24	0.00	3.23	0.00	4.19	90.32	0.00	3.20	0.00	0.00
003900001000	Tysvær	3.345	3.340	1.48	3.75	6.36	10	20	21	23	24	25	28	29	30	35	64	3.24	3.61	0.30	17.37	0.00	15.11	8.68	0.00	18.86	0.00	0.00
012800005000	Støafoss	476.580	476.580	4.82	15.38	6.69	78	184	259	290	327	358	400	434	487	579	817	34.47	54.73	1.99	19.44	0.00	0.30	53.02	0.00	4.79	16.09	0.01
019600012000	Lundberg	241.740	246.530	12.84	89.62	23.03	93	345	553	682	779	868	954	1052	1158	1289	1564	24.71	28.66	0.57	0.41	0.00	0.01	16.36	2.15	0.60	76.95	0.00
000200003000	Nordfoss ndf.	18519.410	18941.290	-10.56	12.58	-11.87	147	305	429	550	672	749	822	897	985	1117	2170	286.41	0.25	2.97	10.22	0.00	0.07	55.62	0.00	2.74	21.92	0.15
012700005000	Lillelunet	113.125	191.900	9.97	7.01	14.07	360	395	438	464	492	514	545	576	627	719	1215	21.82	30.31	0.38	20.08	0.00	3.11	34.18	0.00	4.62	26.37	0.01
001600002000	Ljosdalsvatn	16.340	16.340	22.46	25.24	31.41	648	656	690	729	758	773	788	823	876	942	1064	4.69	6.82	0.86	5.93	0.00	4.38	77.58	0.00	9.65	4.70	0.00
002300011000	Ytre Øydnavatn	134.240	134.240	13.66	26.23	11.79	83	130	197	240	287	323	362	397	429	464	563	19.23	25.21	2.32	5.70	0.00	4.10	81.49	0.00	6.88	0.68	0.05
017600001000	Myklebostad	17.790	17.790	69.31	29.58	67.53	5	22	107	176	262	357	389	425	534	692	1008	6.32	7.39	1.29	4.33	0.00	4.50	24.51	0.00	10.68	47.50	0.00
000200398000	Marsjø ndf.	23.480	23.480	22.24	19.91	50.16	1064	1066	1090	1115	1149	1194	1250	1320	1401	1477	1639	6.57	7.07	0.00	4.90	0.00	10.95	0.00	0.00	12.40	82.84	0.00
006700012000	Nordgjilsvatn	12.540	12.540	28.71	23.10	28.23	602	661	715	720	726	733	741	754	768	796	872	5.24	7.48	0.00	0.32	0.00	11.90	0.08	0.00	21.77	77.75	0.00
015100004000	Hatfjelldal	1265.621	1828.620	7.58	0.00	7.60	199	475	597	648	700	749	798	855	916	1019	1692	83.23	88.10	0.30	5.20	0.00	0.66	36.24	0.58	5.48	40.65	0.03
010300009000	Grøttavatn	18.570	18.570	8.87	42.71	34.29	980	980	995	1043	1111	1147	1215	1271	1342	1425	1765	6.00	7.42	0.00	0.00	0.00	18.73	0.00	0.75	24.99	74.26	0.00
010000001000	Alstad	226.310	226.310	27.32	49.87	32.49	269	683	839	958	1038	1120	1191	1258	1348	1442	1755	20.40	27.98	0.29	0.46	0.00	0.18	9.78	4.22	5.26	77.74	0.00
011200007000	Honstad	1122.570	1122.570	-999.00	26.21	-999.00	9	292	388	481	549	636	742	838	946	1132	1668	42.25	-999.00	3.12	8.03	0.00	0.46	31.12	0.20	3.89	42.29	0.06
020400005000	Frydenlund Bru	355.120	404.230	17.20	28.17	15.60	59	477	555	628	693	750	811	870	942	1063	1584	30.96	48.54	0.25	0.25	0.00	0.13	12.85	0.25	3.21	78.33	0.00
017300015000	Iptovatn	22.180	22.180	423.31	0.00	353.12	603	615	630	660	710	796	849	923	996	1052	1447	5.78	1.14	0.00	0.00	0.00	11.02	0.00	0.00	13.38	86.67	0.00
016100014000	Lille Sokumvatn	14.750	14.750	0.00	19.22	13.83	644	649	649	649	661	682	707	739	762	785	1091	4.80	7.23	0.00	0.00	0.00	30.49	0.00	1.02	31.05	67.86	0.00
001200091000	Rudi Bru	675.510	675.510	-999.00	17.79	-999.00	434	677	783	868	922	977	1022	1074	1175	1334	1739	44.94	-999.00	3.54	8.68	0.00	1.61	34.80	0.00	7.80	33.75	0.06
031300001000	Møkeren	269.788	368.180	-999.00	0.00	-999.00	174	203	240	271	290	309	328	349	369	401	525	19.44	-999.00	0.62	5.04	0.00	4.64	82.90	0.00	8.31	0.00	0.00
010300020000	Morstøl Bru	44.400	44.400	83.04	60.23	99.36	110	330	574	742	851	912	1001	1114	1229	1348	1724	9.83	12.42	0.38	0.38	0.00	0.24	18.18	5.25	2.00	72.75	0.00
005300001000	Bjørkenesvatn	24.280	24.280	9.13	37.32	46.67	192	311	360	410	472	519	562	611	658	764	1044	7.74	2.19	0.00	3.50	0.00	2.46	56.50	0.00	4.86	34.28	0.00
004200017000	Svelgen	37.150	37.150	44.35	15.82	42.06	824	1047	1141	1201	1274	1360	1438	1505	1548	1594	1637	11.59	5.11	0.00	0.00	0.00	0.20	0.00	77.47	1.02	21.45	0.00
001600032000	Hjartsjø	214.480	214.480	31.40	30.12	29.12	157	471	654	733	789	828	869	917	984	1136	1535	26.55	37.32	2.73	6.31	0.00	1.25	63.34	0.00	6.40	14.01	0.00
001500052000	Smådøla	98.400	98.400	-999.00	17.91	-999.00	740	875	912	942	978	1019	1072	1117	1157	1203	1365	16.86	-999.00	0.11	10.26	0.00	0.16	43.81	0.00	1.93	40.10	0.00
010400017000	Mardalstjern	43.940	43.940	19.86	32.10	27.76	945	1067	1091	1129	1164	1235	1345	1412	1475	1577	1898	13.49	18.94	0.00	0.09	0.00	5.97	0.00	0.57	10.74	88.55	0.00
007300014000	Valdresdøla	16.422	16.420	-999.00	27.35	30.00	1063	1174	1215	1238	1270	1299	1330	1366	1399	1438	1607	6.68	7.14	0.00	0.00	0.00	1.42	0.00	0.00	0.00	91.35	0.00
015100001000	Fiplingvatn	265.210	265.210	161.06	0.00	168.00	355	369	435	532	640	747	842	919	1020	1159	1665	24.21	0.52	0.31	3.42	0.00	5.25	23.17	0.77	10.00	55.25	0.01
013900009000	Tunnsjø	388.090	388.090	225.47	0.00	216.78	355	358	358	381	446	484	533	586	643	712	1054	22.69	1.44	0.41	5.80	0.00	26.02	32.09	0.00	29.29	19.51	0.02
002100028000	Løyning	241.290	241.290	6.53	23.87	17.33	729	890	1018	1093	1143	1175	1189	1210	1234	1270	1479	27.48	30.64	0.01	0.28	0.00	2.03	8.59	0.00	20.50	70.62	0.00
004600012000	Svartadalsvatn	32.810	32.810	37.88	35.01	47.91	857	1029	1095	1142	1201	1254	1320	1361	1412	1468	1623	9.01	8.73	0.00	0.00	0.00	3.77	0.00	29.26	7.01	63.70	0.00
001200225000	Embretfoss ovf.	15219.320	15219.320	-999.00	18.72	-999.00	23	256	423	561	707	834	920	999	1096	1282	1930	181.44	-999.00	3.67	7.87	0.00	0.99	52.49	0.27	7.20	22.19	0.26
000200478000	Solbergfoss overvann	40047.558	40468.670	1.21	13.89	1.39	90	228	354	483	624	753	864	968	1104	1339	2463	365.36	551.16	5.65	7.63	0.00	0.59	48.97	0.83	4.22	26.32	0.43
002600032000	Holmavatn	79.010	79.010	27.29	26.85	30.49	708	798	851	890	946	1004	1066	1120	1174	1249	1389	14.14	16.71	0.00	0.46	0.00	7.62	7.45	0.00	9.45	82.51	0.00
002100034000	Kilefjord	3341.690	3341.690	88.46	25.39	69.31	168	333	502	634	739	833	929	1046	1125	1211	1530	146.45	2.70	0.76	4.49	0.00	1.47	44.66	0.00	9.73	37.13	0.10
010400002000	Eikesdalsvatn	1093.430	1093.430	15.31	31.98	18.44	22	803	919	1055	1156	1226	1290	1359	1438	1567	1961	61.33	86.77	0.25	0.39	0.00	3.71	5.77	1.42	8.66	77.38	0.01
001600140000	Kvenna	822.260	822.260	3.53	16.21	8.43	937	1153	1197	1232	1260	1285	1310	1334	1362	1400	1620	48.70	61.56	0.00	3.44	0.00	0.99	0.96	0.04	9.67	85.08	0.00
019600002000	Bardufoss ndf.	2257.610	2376.710	3.79	0.00	5.40	18	308	489	539	609	685	777	868	960	1101	1656	93.65	168.31	0.43	3.44	0.00	2.13	22.70	0.72	6.94	61.09	0.10
000600029000	Solbergvann	0.130	0.130	-999.00	0.00	-999.00	235	235	237	238	241	243	245	248	252	259	268	0.33	-999.00	0.00	0.00	0.00	8.90	84.62	0.00	7.69	0.00	0.00
012400001000	Floren	924.720	978.710	10.86	15.60	13.92	40	349	442	506	551	600	646	695	750	821	1245	44.96	60.84	1.33	19.03	0.00	0.35	34.94	0.00	4.53	28.23	0.12
000600009000	Maridalsvatn ndf.	208.970	208.970	10.77	0.00	11.77	149	238	316	358	390	416	451	483	515	550	712	33.15	41.97	0.96	3.35	0.00	4.16	81.35	0.00	11.96	0.00	0.00
001500022000	Båtstøhagen	3590.380	3590.380	6.40	15.41	5.95	197	704	823	934	1027	1113	1167	1210	1239	1279	1537	120.81	206.70	0.78	5.96	0.00	0.00	33.63	0.00	8.73	47.14	0.03
001200181000	Eikredammen	788.050	788.050	-999.00	24.99	-999.00	556	814	1014	1115	1180	1255	1325	1399	1486	1572	1828	44.77	-999.00	1.74	4.17	0.00	0.59	17.42	0.00	4.97	68.35	0.10
001200094000	Krossåfoss	848.020	848.020	-999.00	16.89	-999.00	626	831	861	887	928	969	1014	1081	1217	1458	1907	53.03	-999.00	1.79	16.11	0.00	2.48	28.14	0.04	8.05	30.77	0.01
020000001000	Krokvatn	7.660	7.660	52.80	24.22	51.42	156	158	207	244	267	302	334	374	431	465	624	5.40	5.50	0.00	0.00	0.00	0.00	1.83	0.00	15.14	76.24	0.00
001500049000	Halledalsvatn	59.130	59.130	-999.00	12.55	-999.00	846	886	937	964	994	1028	1049	1066	1082	1101	1185	11.04	-999.00	0.00	5.33	0.00	3.81	61.35	0.00	5.38	19.62	0.00
000200423000	Torgundrud Bru	39.140	39.140	14.44	6.29	16.19	371	466	510	530	550	566	584	594	607	634	750	13.55	17.21	9.95	22.88	0.00	0.02	64.34	0.00	0.50	0.00	0.10
002800007000	Haugland	139.350	139.350	10.25	15.81	9.30	16	61	97	115	152	178	209	244	264	301	432	17.31	27.31	20.18	1.35	0.00	0.43	7.15	0.00	6.11	61.26	0.19
009900015000	Fremste Veltdalsvatn	13.180	13.180	-999.00	30.01	-999.00	1190	1191	1229	1270	1302	1339	1392	1459	1536	1608	1765	5.71	-999.00	0.00	0.00	0.00	10.58	0.00	1.37	11.68	87.03	0.00
009800002000	Øye	138.410	138.410	-999.00	57.62	-999.00	147	432	611	767	879	984	1086	1183	1281	1408	1845	14.84	-999.00	2.24	0.36	0.00	0.27	17.44	3.74	4.23	65.20	0.00
003600018000	Votna	56.210	56.210	15.62	25.44	26.73	1016	1029	1093	1157	1205	1230	1267	1311	1358	1423	1659	10.16	16.65	0.00	0.21	0.00	9.70	0.00	0.00	15.94	83.78	0.00
003600012000	Fossåna	10.712	10.710	157.53	42.01	147.33	95	347	474	521	627	627	695	695	814	857	932	3.72	5.38	0.00	0.75	0.00	0.24	51.45	0.00	1.68	45.66	0.00
001600109000	Veisvikvatn	14.510	14.510	4.27	23.60	16.92	899	909	924	948	975	998	1023	1055	1089	1089	1330	5.95	6.44	0.33	10.21	0.00	5.36	47.45	0.00	7.29	25.71	0.00
000300024000	Haugselv	48.290	48.290	3.99	0.00	9.59	67	98	102	110	116	120	126	138	158	182	248	12.48	17.03	45.31	0.23	0.00	0.00	46.97	0.00	0.14	0.00	3.23
000700006000	Åbortjern	2.750	2.750	-999.00	0.00	-999.00	393	402	420	435	450	478	501	524	544	556	611	2.79	-999.00	0.00	3.23	0.00	4.92	91.04	0.00	5.38	0.00	0.00
001900082000	Rauåna	8.929	8.930	25.79	35.94	29.66	222	289	313	345	371	396	396	447	488	537	760	6.75	6.99	0.34	2.24	0.00	0.00	90.71	0.00	0.11	1.23	0.00
000200477000	Mørkfoss ndf.	40021.560	40442.670	1.22	13.89	1.37	90	229	355	483	624	754	864	968	1104	1339	2463	362.82	547.05	5.64	7.64	0.00	0.59	48.96	0.83	4.22	26.34	0.43
000200599000	Leirsund	616.210	616.210	6.58	15.03	7.23	103	157	180	204	280	343	419	482	539	594	803	54.00	87.81	17.66	4.38	0.00	0.22	70.12	0.00	3.35	0.03	1.68
015600034000	Søndre Bjøllåvatn	157.260	157.260	139.66	0.00	137.65	632	706	752	827	896	952	996	1057	1105	1185	1737	14.62	1.62	0.00	0.38	0.00	5.38	0.00	0.24	10.84	88.23	0.00
001200286000	Jaren ndf.	113.260	113.260	-999.00	17.08	-999.00	198	239	274	308	344	374	399	432	487	541	766	19.20	-999.00	36.50	1.22	0.00	1.21	44.46	0.00	2.33	0.00	2.55
010400018000	Mardalsvatn	41.230	41.230	44.36	31.89	41.61	842	918	990	1040	1089	1148	1199	1261	1336	1455	1719	6.64	8.75	0.00	0.00	0.00	2.88	0.00	4.75	6.72	88.48	0.00
006300001000	Nese	343.810	343.810	219.17	33.11	229.51	258	613	763	823	871	915	960	991	1040	1106	1426	28.60	2.26	0.61	0.77	0.00	0.70	9.10	0.00	7.13	79.33	0.02
001900098000	Nelaug	3428.400	3428.400	4.41	24.25	6.26	137	248	324	423	523	611	680	743	803	893	1520	106.13	177.66	0.70	4.22	0.00	1.61	66.16	0.00	11.48	13.07	0.06
002700018000	Gyavatn	88.810	88.810	-999.00	39.63	-999.00	166	383	477	521	557	594	625	653	683	720	904	17.73	-999.00	1.25	1.86	0.00	1.52	17.78	0.00	7.80	60.11	0.00
002700008000	Matnisdal	31.470	31.470	-999.00	17.48	-999.00	108	193	214	230	243	257	273	295	318	361	508	8.41	-999.00	3.50	2.00	0.00	2.32	2.96	0.00	8.26	83.29	0.00
002300006000	Tarvatn	26.390	26.390	13.68	30.74	16.69	31	40	75	101	129	154	180	202	221	240	305	7.46	11.01	2.61	3.45	0.00	7.80	79.77	0.00	9.09	4.13	0.11
007500018000	Fortun	464.680	464.680	42.83	36.54	39.66	21	902	1134	1249	1317	1375	1414	1472	1546	1644	2370	31.16	39.41	0.43	0.11	0.00	0.09	7.16	7.96	6.85	75.68	0.00
001200118000	Votna	149.720	149.720	-999.00	15.41	-999.00	794	1022	1058	1089	1100	1135	1165	1202	1278	1604	1789	17.37	-999.00	0.25	7.15	0.00	40.03	6.65	0.00	13.49	69.94	0.00
010300021000	Krossan	156.630	156.630	37.61	16.70	35.84	653	1215	1338	1397	1454	1488	1520	1553	1590	1691	2012	20.96	24.16	0.01	0.36	0.00	0.26	2.88	5.35	4.34	86.55	0.00
002800006000	Bryne	56.460	56.460	9.25	11.65	7.30	23	26	38	46	60	77	97	130	155	184	281	12.16	18.44	25.20	2.21	0.00	8.41	10.73	0.00	11.37	30.96	6.70
002200004000	Kjølemo	1757.700	1757.700	44.27	24.14	33.26	10	218	288	367	455	560	678	767	836	904	1160	102.17	6.42	1.28	6.15	0.00	0.38	47.14	0.00	7.88	33.02	0.04
003600023000	Ø. Middyrsvatn	9.260	9.260	23.44	33.54	28.23	1232	1234	1269	1311	1342	1373	1408	1442	1475	1518	1648	4.37	5.63	0.00	0.00	0.00	10.53	0.00	0.00	14.47	85.53	0.00
001500020000	Jondalselv	154.420	154.420	-999.00	17.73	-999.00	180	336	404	456	509	555	605	666	714	745	920	20.33	-999.00	1.21	4.86	0.00	0.17	80.14	0.00	2.89	7.75	0.03
000200217000	Rokosjø	97.560	97.560	14.69	8.31	12.27	214	221	235	253	276	299	319	348	408	489	583	18.37	24.83	2.36	7.84	0.00	3.89	84.82	0.00	4.40	0.00	0.00
010100002000	Engsetvatn ndf.	41.620	41.620	17.32	24.91	45.24	1	46	62	89	119	154	201	267	354	438	741	12.60	13.83	5.93	1.85	0.00	10.11	60.79	0.00	10.69	10.79	0.10
024400001000	Neset	602.450	2953.460	1.72	0.00	2.64	19	116	142	170	196	212	230	250	270	295	440	88.83	143.66	0.02	19.01	0.00	0.64	58.96	0.00	12.41	7.86	0.11
003300005000	Nilsebuvatn	167.030	167.030	19.98	25.64	21.43	693	818	910	968	1009	1046	1075	1099	1127	1161	1269	18.48	21.55	0.00	0.54	0.00	3.20	0.00	0.00	13.73	85.54	0.00
001200123000	Øyangen-Steinbusjøen	63.530	63.530	-999.00	15.53	-999.00	1208	1211	1211	1229	1254	1285	1312	1345	1375	1421	1623	9.61	-999.00	0.00	1.53	0.00	21.53	0.00	0.00	25.43	73.03	0.00
