Year;Obs;Median;"10%";"90%"
"2064";;"2.017";"1.212";"2.538"
"2065";;"2.032";"1.226";"2.571"
"2066";;"2.043";"1.241";"2.604"
"2067";;"2.053";"1.258";"2.636"
"2068";;"2.063";"1.275";"2.666"
"2069";;"2.073";"1.294";"2.695"
"2070";;"2.082";"1.313";"2.722"
"2071";;"2.092";"1.333";"2.749"
"2072";;"2.102";"1.353";"2.775"
"2073";;"2.112";"1.373";"2.799"
"2074";;"2.122";"1.393";"2.823"
"2075";;"2.133";"1.413";"2.846"
"2076";;"2.144";"1.432";"2.868"
"2077";;"2.156";"1.451";"2.889"
"2078";;"2.169";"1.468";"2.909"
"2079";;"2.183";"1.485";"2.928"
"2080";;"2.196";"1.501";"2.945"
"2081";;"2.211";"1.515";"2.961"
"2082";;"2.225";"1.527";"2.976"
"2083";;"2.24";"1.539";"2.989"
"2084";;"2.255";"1.548";"3.0"
"2085";;"2.262";"1.556";"3.008"
"2086";;"2.264";"1.563";"3.015"
"2087";;"2.266";"1.568";"3.019"
"2088";;"2.268";"1.572";"3.021"
"2089";;"2.29";"1.575";"3.021"
"2090";;"2.312";"1.578";"3.019"
"2091";;"2.332";"1.579";"3.016"
"2092";;"2.349";"1.581";"3.015"
"2093";;"2.356";"1.582";"3.014"
"2094";;"2.361";"1.584";"3.011"
"2095";;"2.366";"1.586";"3.006"
"2096";;"2.368";"1.583";"3.0"
"2097";;"2.37";"1.579";"2.992"
"2098";;"2.371";"1.576";"2.983"
"2099";;"2.37";"1.573";"2.974"
"2100";;"2.368";"1.571";"2.963"
